# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
2303	aeed	aeed	aeed	*	5631	*	8ea1d6b1,d6b1,8ea1d6b1v,d6b1v	6b8a	e6ae8a	6b8a	00006b8a	aeed	aeed	aeed	aeed	aeed	aeed	aeed
2304	aeee	aeee	aeee	*	5632	*	8ea1d6b2,d6b2,8ea1d6b2v,d6b2v	6b89	e6ae89	6b89	00006b89	aeee	aeee	aeee	aeee	aeee	aeee	aeee
2305	aeef	aeef	aeef	*	5633	*	8ea1d6b3,d6b3,8ea1d6b3v,d6b3v	6bb7	e6aeb7	6bb7	00006bb7	aeef	aeef	aeef	aeef	aeef	aeef	aeef
2306	aef0	aef0	aef0	*	5634	*	8ea1d6b4,d6b4,8ea1d6b4v,d6b4v	6c23	e6b0a3	6c23	00006c23	aef0	aef0	aef0	aef0	aef0	aef0	aef0
2307	aef1	aef1	aef1	*	5635	*	8ea1d6b5,d6b5,8ea1d6b5v,d6b5v	6c27	e6b0a7	6c27	00006c27	aef1	aef1	aef1	aef1	aef1	aef1	aef1
2308	aef2	aef2	aef2	*	5636	*	8ea1d6b6,d6b6,8ea1d6b6v,d6b6v	6c28	e6b0a8	6c28	00006c28	aef2	aef2	aef2	aef2	aef2	aef2	aef2
2309	aef3	aef3	aef3	*	5637	*	8ea1d6b7,d6b7,8ea1d6b7v,d6b7v	6c26	e6b0a6	6c26	00006c26	aef3	aef3	aef3	aef3	aef3	aef3	aef3
2310	aef4	aef4	aef4	*	5638	*	8ea1d6b8,d6b8,8ea1d6b8v,d6b8v	6c24	e6b0a4	6c24	00006c24	aef4	aef4	aef4	aef4	aef4	aef4	aef4
2311	aef5	aef5	aef5	*	5639	*	8ea1d6b9,d6b9,8ea1d6b9v,d6b9v	6cf0	e6b3b0	6cf0	00006cf0	aef5	aef5	aef5	aef5	aef5	aef5	aef5
2312	aef6	aef6	aef6	*	563a	*	8ea1d6ba,d6ba,8ea1d6bav,d6bav	6d6a	e6b5aa	6d6a	00006d6a	aef6	aef6	aef6	aef6	aef6	aef6	aef6
2313	aef7	aef7	aef7	*	563b	*	8ea1d6bb,d6bb,8ea1d6bbv,d6bbv	6d95	e6b695	6d95	00006d95	aef7	aef7	aef7	aef7	aef7	aef7	aef7
2314	aef8	aef8	aef8	*	563c	*	8ea1d6bc,d6bc,8ea1d6bcv,d6bcv	6d88	e6b688	6d88	00006d88	aef8	aef8	aef8	aef8	aef8	aef8	aef8
2315	aef9	aef9	aef9	*	563d	*	8ea1d6bd,d6bd,8ea1d6bdv,d6bdv	6d87	e6b687	6d87	00006d87	aef9	aef9	aef9	aef9	aef9	aef9	aef9
2316	aefa	aefa	aefa	*	563e	*	8ea1d6be,d6be,8ea1d6bev,d6bev	6d66	e6b5a6	6d66	00006d66	aefa	aefa	aefa	aefa	aefa	aefa	aefa
2317	aefb	aefb	aefb	*	563f	*	8ea1d6bf,d6bf,8ea1d6bfv,d6bfv	6d78	e6b5b8	6d78	00006d78	aefb	aefb	aefb	aefb	aefb	aefb	aefb
2318	aefc	aefc	aefc	*	5640	*	8ea1d6c0,d6c0,8ea1d6c0v,d6c0v	6d77	e6b5b7	6d77	00006d77	aefc	aefc	aefc	aefc	aefc	aefc	aefc
2319	aefd	aefd	aefd	*	5641	*	8ea1d6c1,d6c1,8ea1d6c1v,d6c1v	6d59	e6b599	6d59	00006d59	aefd	aefd	aefd	aefd	aefd	aefd	aefd
2320	aefe	aefe	aefe	*	5642	*	8ea1d6c2,d6c2,8ea1d6c2v,d6c2v	6d93	e6b693	6d93	00006d93	aefe	aefe	aefe	aefe	aefe	aefe	aefe
2321	af40	af40	af40	*	5643	*	8ea1d6c3,d6c3,8ea1d6c3v,d6c3v	6d6c	e6b5ac	6d6c	00006d6c	af40	af40	af40	af40	af40	af40	af40
2322	af41	af41	af41	*	5644	*	8ea1d6c4,d6c4,8ea1d6c4v,d6c4v	6d89	e6b689	6d89	00006d89	af41	af41	af41	af41	af41	af41	af41
2323	af42	af42	af42	*	5645	*	8ea1d6c5,d6c5,8ea1d6c5v,d6c5v	6d6e	e6b5ae	6d6e	00006d6e	af42	af42	af42	af42	af42	af42	af42
2324	af43	af43	af43	*	5646	*	8ea1d6c6,d6c6,8ea1d6c6v,d6c6v	6d5a	e6b59a	6d5a	00006d5a	af43	af43	af43	af43	af43	af43	af43
2325	af44	af44	af44	*	5647	*	8ea1d6c7,d6c7,8ea1d6c7v,d6c7v	6d74	e6b5b4	6d74	00006d74	af44	af44	af44	af44	af44	af44	af44
2326	af45	af45	af45	*	5648	*	8ea1d6c8,d6c8,8ea1d6c8v,d6c8v	6d69	e6b5a9	6d69	00006d69	af45	af45	af45	af45	af45	af45	af45
2327	af46	af46	af46	*	5649	*	8ea1d6c9,d6c9,8ea1d6c9v,d6c9v	6d8c	e6b68c	6d8c	00006d8c	af46	af46	af46	af46	af46	af46	af46
2328	af47	af47	af47	*	564a	*	8ea1d6ca,d6ca,8ea1d6cav,d6cav	6d8a	e6b68a	6d8a	00006d8a	af47	af47	af47	af47	af47	af47	af47
2329	af48	af48	af48	*	564b	*	8ea1d6cb,d6cb,8ea1d6cbv,d6cbv	6d79	e6b5b9	6d79	00006d79	af48	af48	af48	af48	af48	af48	af48
2330	af49	af49	af49	*	564c	*	8ea1d6cc,d6cc,8ea1d6ccv,d6ccv	6d85	e6b685	6d85	00006d85	af49	af49,fcd1	915c,af49	af49	af49	af49	af49
2331	af4a	af4a	af4a	*	564d	*	8ea1d6cd,d6cd,8ea1d6cdv,d6cdv	6d65	e6b5a5	6d65	00006d65	af4a	af4a	af4a	af4a	af4a	af4a	af4a
2332	af4b	af4b	af4b	*	564e	*	8ea1d6ce,d6ce,8ea1d6cev,d6cev	6d94	e6b694	6d94	00006d94	af4b	af4b	af4b	af4b	af4b	af4b	af4b
2333	af4c	af4c	af4c	*	564f	*	8ea1d6cf,d6cf,8ea1d6cfv,d6cfv	70ca	e7838a	70ca	000070ca	af4c	af4c	af4c	af4c	af4c	af4c	af4c
2334	af4d	af4d	af4d	*	5650	*	8ea1d6d0,d6d0,8ea1d6d0v,d6d0v	70d8	e78398	70d8	000070d8	af4d	af4d	af4d	af4d	af4d	af4d	af4d
2335	af4e	af4e	af4e	*	5651	*	8ea1d6d1,d6d1,8ea1d6d1v,d6d1v	70e4	e783a4	70e4	000070e4	af4e	af4e	af4e	af4e	af4e	af4e	af4e
2336	af4f	af4f	af4f	*	5652	*	8ea1d6d2,d6d2,8ea1d6d2v,d6d2v	70d9	e78399	70d9	000070d9	af4f	af4f	af4f	af4f	af4f	af4f	af4f
2337	af50	af50	af50	*	5653	*	8ea1d6d3,d6d3,8ea1d6d3v,d6d3v	70c8	e78388	70c8	000070c8	af50	af50	af50	af50	af50	af50	af50
2338	af51	af51	af51	*	5654	*	8ea1d6d4,d6d4,8ea1d6d4v,d6d4v	70cf	e7838f	70cf	000070cf	af51	af51	af51	af51	af51	af51	af51
2339	af52	af52	af52	*	5655	*	8ea1d6d5,d6d5,8ea1d6d5v,d6d5v	7239	e788b9	7239	00007239	af52	af52	af52	af52	af52	af52	af52
2340	af53	af53	af53	*	5656	*	8ea1d6d6,d6d6,8ea1d6d6v,d6d6v	7279	e789b9	7279	00007279	af53	af53	af53	af53	af53	af53	af53
2341	af54	af54	af54	*	5657	*	8ea1d6d7,d6d7,8ea1d6d7v,d6d7v	72fc	e78bbc	72fc	000072fc	af54	af54	af54	af54	af54	af54	af54
2342	af55	af55	af55	*	5658	*	8ea1d6d8,d6d8,8ea1d6d8v,d6d8v	72f9	e78bb9	72f9	000072f9	af55	af55	af55	af55	af55	af55	af55
2343	af56	af56	af56	*	5659	*	8ea1d6d9,d6d9,8ea1d6d9v,d6d9v	72fd	e78bbd	72fd	000072fd	af56	af56	af56	af56	af56	af56	af56
2344	af57	af57	af57	*	565a	*	8ea1d6da,d6da,8ea1d6dav,d6dav	72f8	e78bb8	72f8	000072f8	af57	af57	af57	af57	af57	af57	af57
2345	af58	af58	af58	*	565b	*	8ea1d6db,d6db,8ea1d6dbv,d6dbv	72f7	e78bb7	72f7	000072f7	af58	af58	af58	af58	af58	af58	af58
2346	af59	af59	af59	*	565c	*	8ea1d6dc,d6dc,8ea1d6dcv,d6dcv	7386	e78e86	7386	00007386	af59	af59	af59	af59	af59	af59	af59
2347	af5a	af5a	af5a	*	565d	*	8ea1d6dd,d6dd,8ea1d6ddv,d6ddv	73ed	e78fad	73ed	000073ed	af5a	af5a	af5a	af5a	af5a	af5a	af5a
2348	af5b	af5b	af5b	*	565e	*	8ea1d6de,d6de,8ea1d6dev,d6dev	7409	e79089	7409	00007409	af5b	af5b	af5b	af5b	af5b	af5b	af5b
2349	af5c	af5c	af5c	*	565f	*	8ea1d6df,d6df,8ea1d6dfv,d6dfv	73ee	e78fae	73ee	000073ee	af5c	af5c	af5c	af5c	af5c	af5c	af5c
2350	af5d	af5d	af5d	*	5660	*	8ea1d6e0,d6e0,8ea1d6e0v,d6e0v	73e0	e78fa0	73e0	000073e0	af5d	af5d	af5d	af5d	af5d	af5d	af5d
2351	af5e	af5e	af5e	*	5661	*	8ea1d6e1,d6e1,8ea1d6e1v,d6e1v	73ea	e78faa	73ea	000073ea	af5e	af5e	af5e	af5e	af5e	af5e	af5e
2352	af5f	af5f	af5f	*	5662	*	8ea1d6e2,d6e2,8ea1d6e2v,d6e2v	73de	e78f9e	73de	000073de	af5f	af5f	af5f	af5f	af5f	af5f	af5f
2353	af60	af60	af60	*	5663	*	8ea1d6e3,d6e3,8ea1d6e3v,d6e3v	7554	e79594	7554	00007554	af60	af60	af60	af60	af60	af60	af60
2354	af61	af61	af61	*	5664	*	8ea1d6e4,d6e4,8ea1d6e4v,d6e4v	755d	e7959d	755d	0000755d	af61	af61	af61	af61	af61	af61	af61
2355	af62	af62	af62	*	5665	*	8ea1d6e5,d6e5,8ea1d6e5v,d6e5v	755c	e7959c	755c	0000755c	af62	af62	af62	af62	af62	af62	af62
2356	af63	af63	af63	*	5666	*	8ea1d6e6,d6e6,8ea1d6e6v,d6e6v	755a	e7959a	755a	0000755a	af63	af63	af63	af63	af63	af63	af63
2357	af64	af64	af64	*	5667	*	8ea1d6e7,d6e7,8ea1d6e7v,d6e7v	7559	e79599	7559	00007559	af64	af64	af64	af64	af64	af64	af64
2358	af65	af65	af65	*	5668	*	8ea1d6e8,d6e8,8ea1d6e8v,d6e8v	75be	e796be	75be	000075be	af65	af65	af65	af65	af65	af65	af65
2359	af66	af66	af66	*	5669	*	8ea1d6e9,d6e9,8ea1d6e9v,d6e9v	75c5	e79785	75c5	000075c5	af66	af66	af66	af66	af66	af66	af66
2360	af67	af67	af67	*	566a	*	8ea1d6ea,d6ea,8ea1d6eav,d6eav	75c7	e79787	75c7	000075c7	af67	af67	af67	af67	af67	af67	af67
2361	af68	af68	af68	*	566b	*	8ea1d6eb,d6eb,8ea1d6ebv,d6ebv	75b2	e796b2	75b2	000075b2	af68	af68	af68	af68	af68	af68	af68
2362	af69	af69	af69	*	566c	*	8ea1d6ec,d6ec,8ea1d6ecv,d6ecv	75b3	e796b3	75b3	000075b3	af69	af69	af69	af69	af69	af69	af69
2363	af6a	af6a	af6a	*	566d	*	8ea1d6ed,d6ed,8ea1d6edv,d6edv	75bd	e796bd	75bd	000075bd	af6a	af6a	af6a	af6a	af6a	af6a	af6a
2364	af6b	af6b	af6b	*	566e	*	8ea1d6ee,d6ee,8ea1d6eev,d6eev	75bc	e796bc	75bc	000075bc	af6b	af6b	af6b	af6b	af6b	af6b	af6b
2365	af6c	af6c	af6c	*	566f	*	8ea1d6ef,d6ef,8ea1d6efv,d6efv	75b9	e796b9	75b9	000075b9	af6c	af6c	af6c	af6c	af6c	af6c	af6c
2366	af6d	af6d	af6d	*	5670	*	8ea1d6f0,d6f0,8ea1d6f0v,d6f0v	75c2	e79782	75c2	000075c2	af6d	af6d	af6d	af6d	af6d	af6d	af6d
2367	af6e	af6e	af6e	*	5671	*	8ea1d6f1,d6f1,8ea1d6f1v,d6f1v	75b8	e796b8	75b8	000075b8	af6e	af6e	af6e	af6e	af6e	af6e	af6e
2368	af6f	af6f	af6f	*	5672	*	8ea1d6f2,d6f2,8ea1d6f2v,d6f2v	768b	e79a8b	768b	0000768b	af6f	af6f	af6f	af6f	af6f	af6f	af6f
2369	af70	af70	af70	*	5673	*	8ea1d6f3,d6f3,8ea1d6f3v,d6f3v	76b0	e79ab0	76b0	000076b0	af70	af70	af70	af70	af70	af70	af70
2370	af71	af71	af71	*	5674	*	8ea1d6f4,d6f4,8ea1d6f4v,d6f4v	76ca	e79b8a	76ca	000076ca	af71	af71	af71	af71	af71	af71	af71
2371	af72	af72	af72	*	5675	*	8ea1d6f5,d6f5,8ea1d6f5v,d6f5v	76cd	e79b8d	76cd	000076cd	af72	af72	af72	af72	af72	af72	af72
2372	af73	af73	af73	*	5676	*	8ea1d6f6,d6f6,8ea1d6f6v,d6f6v	76ce	e79b8e	76ce	000076ce	af73	af73	af73	af73	af73	af73	af73
2373	af74	af74	af74	*	5677	*	8ea1d6f7,d6f7,8ea1d6f7v,d6f7v	7729	e79ca9	7729	00007729	af74	af74	af74	af74	af74	af74	af74
2374	af75	af75	af75	*	5678	*	8ea1d6f8,d6f8,8ea1d6f8v,d6f8v	771f	e79c9f	771f	0000771f	af75	af75	af75	af75	af75	af75	af75
2375	af76	af76	af76	*	5679	*	8ea1d6f9,d6f9,8ea1d6f9v,d6f9v	7720	e79ca0	7720	00007720	af76	af76	af76	af76	af76	af76	af76
2376	af77	af77	af77	*	567a	*	8ea1d6fa,d6fa,8ea1d6fav,d6fav	7728	e79ca8	7728	00007728	af77	af77	af77	af77	af77	af77	af77
2377	af78	af78	af78	*	567b	*	8ea1d6fb,d6fb,8ea1d6fbv,d6fbv	77e9	e79fa9	77e9	000077e9	af78	af78	af78	af78	af78	af78	af78
2378	af79	af79	af79	*	567c	*	8ea1d6fc,d6fc,8ea1d6fcv,d6fcv	7830	e7a0b0	7830	00007830	af79	af79	af79	af79	af79	af79	af79
2379	af7a	af7a	af7a	*	567d	*	8ea1d6fd,d6fd,8ea1d6fdv,d6fdv	7827	e7a0a7	7827	00007827	af7a	af7a	af7a	af7a	af7a	af7a	af7a
2380	af7b	af7b	af7b	*	567e	*	8ea1d6fe,d6fe,8ea1d6fev,d6fev	7838	e7a0b8	7838	00007838	af7b	af7b	af7b	af7b	af7b	af7b	af7b
2381	af7c	af7c	af7c	*	5721	*	8ea1d7a1,d7a1,8ea1d7a1v,d7a1v	781d	e7a09d	781d	0000781d	af7c	af7c	af7c	af7c	af7c	af7c	af7c
2382	af7d	af7d	af7d	*	5722	*	8ea1d7a2,d7a2,8ea1d7a2v,d7a2v	7834	e7a0b4	7834	00007834	af7d	af7d	af7d	af7d	af7d	af7d	af7d
2383	af7e	af7e	af7e	*	5723	*	8ea1d7a3,d7a3,8ea1d7a3v,d7a3v	7837	e7a0b7	7837	00007837	af7e	af7e	af7e	af7e	af7e	af7e	af7e
2384	afa1	afa1	afa1	*	5724	*	8ea1d7a4,d7a4,8ea1d7a4v,d7a4v	7825	e7a0a5	7825	00007825	afa1	afa1	afa1	afa1	afa1	afa1	afa1
2385	afa2	afa2	afa2	*	5725	*	8ea1d7a5,d7a5,8ea1d7a5v,d7a5v	782d	e7a0ad	782d	0000782d	afa2	afa2	afa2	afa2	afa2	afa2	afa2
2386	afa3	afa3	afa3	*	5726	*	8ea1d7a6,d7a6,8ea1d7a6v,d7a6v	7820	e7a0a0	7820	00007820	afa3	afa3	afa3	afa3	afa3	afa3	afa3
2387	afa4	afa4	afa4	*	5727	*	8ea1d7a7,d7a7,8ea1d7a7v,d7a7v	781f	e7a09f	781f	0000781f	afa4	afa4	afa4	afa4	afa4	afa4	afa4
2388	afa5	afa5	afa5	*	5728	*	8ea1d7a8,d7a8,8ea1d7a8v,d7a8v	7832	e7a0b2	7832	00007832	afa5	afa5	afa5	afa5	afa5	afa5	afa5
2389	afa6	afa6	afa6	*	5729	*	8ea1d7a9,d7a9,8ea1d7a9v,d7a9v	7955	e7a595	7955	00007955	afa6	afa6,fd5f	9161,afa6	afa6	afa6	afa6	afa6
2390	afa7	afa7	afa7	*	572a	*	8ea1d7aa,d7aa,8ea1d7aav,d7aav	7950	e7a590	7950	00007950	afa7	afa7	afa7	afa7	afa7	afa7	afa7
2391	afa8	afa8	afa8	*	572b	*	8ea1d7ab,d7ab,8ea1d7abv,d7abv	7960	e7a5a0	7960	00007960	afa8	afa8	afa8	afa8	afa8	afa8	afa8
2392	afa9	afa9	afa9	*	572c	*	8ea1d7ac,d7ac,8ea1d7acv,d7acv	795f	e7a59f	795f	0000795f	afa9	afa9	afa9	afa9	afa9	afa9	afa9
2393	afaa	afaa	afaa	*	572d	*	8ea1d7ad,d7ad,8ea1d7adv,d7adv	7956	e7a596	7956	00007956	afaa	afaa	afaa	afaa	afaa	afaa	afaa
2394	afab	afab	afab	*	572e	*	8ea1d7ae,d7ae,8ea1d7aev,d7aev	795e	e7a59e	795e	0000795e	afab	afab	afab	afab	afab	afab	afab
2395	afac	afac	afac	*	572f	*	8ea1d7af,d7af,8ea1d7afv,d7afv	795d	e7a59d	795d	0000795d	afac	afac	afac	afac	afac	afac	afac
2396	afad	afad	afad	*	5730	*	8ea1d7b0,d7b0,8ea1d7b0v,d7b0v	7957	e7a597	7957	00007957	afad	afad	afad	afad	afad	afad	afad
2397	afae	afae	afae	*	5731	*	8ea1d7b1,d7b1,8ea1d7b1v,d7b1v	795a	e7a59a	795a	0000795a	afae	afae	afae	afae	afae	afae	afae
2398	afaf	afaf	afaf	*	5732	*	8ea1d7b2,d7b2,8ea1d7b2v,d7b2v	79e4	e7a7a4	79e4	000079e4	afaf	afaf	afaf	afaf	afaf	afaf	afaf
2399	afb0	afb0	afb0	*	5733	*	8ea1d7b3,d7b3,8ea1d7b3v,d7b3v	79e3	e7a7a3,eeb082	79e3,ec02	000079e3,0000ec02	9cbd,afb0	afb0	afb0	afb0	afb0	afb0	9cbd,afb0
2400	afb1	afb1	afb1	*	5734	*	8ea1d7b4,d7b4,8ea1d7b4v,d7b4v	79e7	e7a7a7	79e7	000079e7	afb1	afb1	afb1	afb1	afb1	afb1	afb1
2401	afb2	afb2	afb2	*	5735	*	8ea1d7b5,d7b5,8ea1d7b5v,d7b5v	79df	e7a79f	79df	000079df	afb2	afb2	afb2	afb2	afb2	afb2	afb2
2402	afb3	afb3	afb3	*	5736	*	8ea1d7b6,d7b6,8ea1d7b6v,d7b6v	79e6	e7a7a6	79e6	000079e6	afb3	afb3	afb3	afb3	afb3	afb3	afb3
2403	afb4	afb4	afb4	*	5737	*	8ea1d7b7,d7b7,8ea1d7b7v,d7b7v	79e9	e7a7a9	79e9	000079e9	afb4	afb4	afb4	afb4	afb4	afb4	afb4
2404	afb5	afb5	afb5	*	5738	*	8ea1d7b8,d7b8,8ea1d7b8v,d7b8v	79d8	e7a798	79d8	000079d8	afb5	afb5	afb5	afb5	afb5	afb5	afb5
2405	afb6	afb6	afb6	*	5739	*	8ea1d7b9,d7b9,8ea1d7b9v,d7b9v	7a84	e7aa84	7a84	00007a84	afb6	afb6	afb6	afb6	afb6	afb6	afb6
2406	afb7	afb7	afb7	*	573a	*	8ea1d7ba,d7ba,8ea1d7bav,d7bav	7a88	e7aa88	7a88	00007a88	afb7	afb7	afb7	afb7	afb7	afb7	afb7
2407	afb8	afb8	afb8	*	573b	*	8ea1d7bb,d7bb,8ea1d7bbv,d7bbv	7ad9	e7ab99	7ad9	00007ad9	afb8	afb8	afb8	afb8	afb8	afb8	afb8
2408	afb9	afb9	afb9	*	573c	*	8ea1d7bc,d7bc,8ea1d7bcv,d7bcv	7b06	e7ac86	7b06	00007b06	afb9	afb9	afb9	afb9	afb9	afb9	afb9
2409	afba	afba	afba	*	573d	*	8ea1d7bd,d7bd,8ea1d7bdv,d7bdv	7b11	e7ac91	7b11	00007b11	afba	afba	afba	afba	afba	afba	afba
2410	afbb	afbb	afbb	*	573e	*	8ea1d7be,d7be,8ea1d7bev,d7bev	7c89	e7b289	7c89	00007c89	afbb	afbb	afbb	afbb	afbb	afbb	afbb
2411	afbc	afbc	afbc	*	573f	*	8ea1d7bf,d7bf,8ea1d7bfv,d7bfv	7d21	e7b4a1	7d21	00007d21	afbc	afbc	afbc	afbc	afbc	afbc	afbc
2412	afbd	afbd	afbd	*	5740	*	8ea1d7c0,d7c0,8ea1d7c0v,d7c0v	7d17	e7b497	7d17	00007d17	afbd	afbd	afbd	afbd	afbd	afbd	afbd
2413	afbe	afbe	afbe	*	5741	*	8ea1d7c1,d7c1,8ea1d7c1v,d7c1v	7d0b	e7b48b	7d0b	00007d0b	afbe	afbe	afbe	afbe	afbe	afbe	afbe
2414	afbf	afbf	afbf	*	5742	*	8ea1d7c2,d7c2,8ea1d7c2v,d7c2v	7d0a	e7b48a	7d0a	00007d0a	afbf	afbf	afbf	afbf	afbf	afbf	afbf
2415	afc0	afc0	afc0	*	5743	*	8ea1d7c3,d7c3,8ea1d7c3v,d7c3v	7d20	e7b4a0	7d20	00007d20	afc0	afc0	afc0	afc0	afc0	afc0	afc0
2416	afc1	afc1	afc1	*	5744	*	8ea1d7c4,d7c4,8ea1d7c4v,d7c4v	7d22	e7b4a2	7d22	00007d22	afc1	afc1	afc1	afc1	afc1	afc1	afc1
2417	afc2	afc2	afc2	*	5745	*	8ea1d7c5,d7c5,8ea1d7c5v,d7c5v	7d14	e7b494	7d14	00007d14	afc2	afc2	afc2	afc2	afc2	afc2	afc2
2418	afc3	afc3	afc3	*	5746	*	8ea1d7c6,d7c6,8ea1d7c6v,d7c6v	7d10	e7b490	7d10	00007d10	afc3	afc3	afc3	afc3	afc3	afc3	afc3
2419	afc4	afc4	afc4	*	5747	*	8ea1d7c7,d7c7,8ea1d7c7v,d7c7v	7d15	e7b495	7d15	00007d15	afc4	afc4	afc4	afc4	afc4	afc4	afc4
2420	afc5	afc5	afc5	*	5748	*	8ea1d7c8,d7c8,8ea1d7c8v,d7c8v	7d1a	e7b49a	7d1a	00007d1a	afc5	afc5	afc5	afc5	afc5	afc5	afc5
2421	afc6	afc6	afc6	*	5749	*	8ea1d7c9,d7c9,8ea1d7c9v,d7c9v	7d1c	e7b49c	7d1c	00007d1c	afc6	afc6	afc6	afc6	afc6	afc6	afc6
2422	afc7	afc7	afc7	*	574a	*	8ea1d7ca,d7ca,8ea1d7cav,d7cav	7d0d	e7b48d	7d0d	00007d0d	afc7	afc7	afc7	afc7	afc7	afc7	afc7
2423	afc8	afc8	afc8	*	574b	*	8ea1d7cb,d7cb,8ea1d7cbv,d7cbv	7d19	e7b499	7d19	00007d19	afc8	afc8	afc8	afc8	afc8	afc8	afc8
2424	afc9	afc9	afc9	*	574c	*	8ea1d7cc,d7cc,8ea1d7ccv,d7ccv	7d1b	e7b49b	7d1b	00007d1b	afc9	afc9	afc9	afc9	afc9	afc9	afc9
2425	afca	afca	afca	*	574d	*	8ea1d7cd,d7cd,8ea1d7cdv,d7cdv	7f3a	e7bcba	7f3a	00007f3a	afca	afca	afca	afca	afca	afca	afca
